,place_id,name,address,featured_image,reviews,main_category,categories,rating,reviews_per_rating,coordinates,most_popular_times
2243,ChIJJeUcMhP_aS4RpEdceP5qk54,Es kelapa muda 165,"Jl. Raya Taman Cibodas No.11/12, RT.003/RW.010, Sangiang Jaya, Kec. Periuk, Kota Tangerang, Banten 15132",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SmJMoNC9cwtISSVXjHQG9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.13082&pitch=0&thumbfov=100,1,Bar,"[""Bar""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.1857587999999994, ""longitude"": 106.5999552}",Not Present
2244,ChIJu6ZEKDwFQi4Rw4KvRjFFbjg,Es kelapa muda Sorik Marapi,"QC3H+X9H, Jl. Raya Cangkudu - Cisoka, Caringin, Kec. Cisoka, Kabupaten Tangerang, Banten 15730",https://lh5.googleusercontent.com/p/AF1QipNfyTVNUW2G45yDDEZ52nv5KZ9fZST2MRdyVr9p=w507-h240-k-no,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.245057399999999, ""longitude"": 106.42849009999999}",Not Present
2245,ChIJyzFEljaNQS4RwDZ8lfNPCfY,Es kelapa muda bang refal,"Jn. Bojong, Sukadalem, Kec. Waringinkurung, Kabupaten Serang, Banten 42453",https://lh5.googleusercontent.com/p/AF1QipOhHLfb9fO7ultOFQmlUGhJIUSPQhfEiGmk1O8i=w408-h306-k-no,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.069346599999999, ""longitude"": 106.0796898}",Not Present
2246,ChIJNx4YH-QXQi4RPflr-bIAits,"Es kelapa muda berbagai rasa ""kang badrun""","M56J+3Q8, Unnamed Road, Selaraja, Kec. Warunggunung, Kabupaten Lebak, Banten 42352",https://lh5.googleusercontent.com/p/AF1QipPdAfyOK-HkDLLup4ebhohF0CALx6ymowe-s9KI=w408-h725-k-no,1,Kafe,"[""Kafe""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.3398455, ""longitude"": 106.18196309999999}",Not Present
2247,ChIJXaiPdmuRQS4RHfPAFwQPVrY,Es teh she'0,"3292+RJ8, Merak, Tamansari, Kec. Pulomerak, Kota Cilegon, Banten",https://lh5.googleusercontent.com/p/AF1QipO-Kb4qt3DDxu1MFy6tqPF7QMlMtvmJRv9v4ABq=w408-h544-k-no,1,Kedai Teh,"[""Kedai Teh""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -5.9304517, ""longitude"": 106.0015775}",Not Present
2248,ChIJ4XFwO875aS4RpI9rq50KcQY,EsTeh AnakBangsa cipondoh,"Jl. Irigasi Sipon No.003, RT.003/RW.008, Cipondoh, Kec. Cipondoh, Kota Tangerang, Banten 15122",https://lh5.googleusercontent.com/p/AF1QipP7UhZwjLMDFHBGc4q661Wf5QkuR5pCw15I36Nv=w408-h544-k-no,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.1853295, ""longitude"": 106.67613259999999}",Not Present
2249,ChIJmxwCN38HQi4R8I9iBH-WDbE,Esmosi jumbo,"Jl. Ki Mas Laeng No.109, Tigaraksa, Kec. Tigaraksa, Kabupaten Tangerang, Banten 15720",https://lh5.googleusercontent.com/p/AF1QipNjN2N3EipuO80sr1ngjN4mJzW7jIT-EDbiFC3Z=w408-h725-k-no,1,Kedai Teh,"[""Kedai Teh""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.2629348, ""longitude"": 106.47287809999999}",Not Present
2250,ChIJabVo9ob_aS4RQe1cpwrNtqY,Est kemaren sore,"RJ26+P2C, Jl. Zeta 1, RT.002/RW.006, Karawaci Baru, Kec. Karawaci, Kota Tangerang, Banten 15138",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Jrc7DVaXRTywg3oWW2kM-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=334.33588&pitch=0&thumbfov=100,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.1981820999999995, ""longitude"": 106.6100002}",Not Present
2251,ChIJ-49yRvQ9Qi4RDbMIs1H66dw,Fakhira CapCin,"M554+675, Cibuah Talang, Cibuah, Kec. Warunggunung, Kabupaten Lebak, Banten 42352",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=--7AeoCvTGfePhAzj9k4Uw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=246.12766&pitch=0&thumbfov=100,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.3419925, ""longitude"": 106.1557201}","[{""hour_of_day"": 14, ""average_popularity"": 34.714285714285715, ""time_label"": ""14.00""}, {""hour_of_day"": 12, ""average_popularity"": 32.714285714285715, ""time_label"": ""12.00""}, {""hour_of_day"": 5, ""average_popularity"": 31.428571428571427, ""time_label"": ""05.00""}]"
2252,ChIJueAYJ0QDQi4RLtwu741LNeE,Fast Food Restaurant,"Q9M6+6RQ, Jl. Raya Cikande Rangkasbitung, Cikande, Kec. Cikande, Kabupaten Serang, Banten 42186",https://lh5.googleusercontent.com/p/AF1QipOHRurzTcPmY_uMX-Ld26qIma7KmuJLOVjBzXPJ=w426-h240-k-no,1,Restoran Cepat Saji,"[""Restoran Cepat Saji""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.2169047, ""longitude"": 106.3620978}",Not Present
2253,ChIJ8yZnlJyLQS4ROFhG4gQtP1U,Fawaaz maem,"Jl. Raya Cilegon Drangong Serang - Banten No.1272, Drangong, Kec. Taktakan, Kota Serang, Banten 42161",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WzW_VIZLMrEhgdnxV9hw8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=169.21965&pitch=0&thumbfov=100,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.0962789, ""longitude"": 106.1379011}",Not Present
2254,ChIJXUaz_N4hQi4R2tCA2VQBKHI,Fendi Perdiansyah,"001, 002, Kp. Baru, Kec. Petir, Kabupaten Serang, Banten 42172",https://lh5.googleusercontent.com/p/AF1QipNwoIE_WLF_NF0iTAwvaeAZYio3bcGzZm6F5iAe=w408-h544-k-no,1,Kedai Kopi,"[""Kedai Kopi""]",5.0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""latitude"": -6.222478499999999, ""longitude"": 106.1568842}","[{""hour_of_day"": 22, ""average_popularity"": 38.42857142857143, ""time_label"": ""22.00""}, {""hour_of_day"": 17, ""average_popularity"": 38.285714285714285, ""time_label"": ""17.00""}, {""hour_of_day"": 21, ""average_popularity"": 37.42857142857143, ""time_label"": ""21.00""}]"
